150,-4998.874098,1311.348038
150R,-4015.705805,1327.513758
149,-2718.760399,1348.432233
1,-710.586866,1369.350707
2,-1107.856603,2070.353365
3,-731.505340,170.416535
7,251.662952,1686.870990
4,-752.423815,-770.624215
5,460.847695,143.473525
6,1528.469805,133.804126
8,941.972604,1942.462314
12,1498.161497,889.994918
9,327.296530,3103.994129
13,1967.543038,2300.801363
9R,-265.366963,3704.272667
14,-1133.386592,3244.732864
34,2264.545839,1698.956168
18,602.652667,5031.832101
11,-1950.346243,2836.253038
10,-710.586866,2523.609962
15,2520.007286,1166.744820
16,2924.487911,421.648932
17,3427.170114,1383.337670
19,-699.376777,4623.352275
21,117.582874,5976.441698
20,-1720.576341,4138.282482
22,-2078.298766,5019.954983
23,-226.203273,6701.742845
24,-1873.756276,5976.441698
25,-694.557089,7614.864161
25R,-1541.866418,7201.881174
26,-2512.006004,6895.521305
28,-1153.197883,8608.585882
27,-4094.865328,6257.271578
31,-2997.075797,7712.480957
33,-4784.175034,7457.181065
29,-1516.336429,9601.700150
30,-293.862021,10675.862815
250,1025.221974,10400.651293
32,-3558.735557,8682.620542
35,2747.171752,5797.731774
36,2501.755198,4130.960784
40,2287.631948,6691.281392
37,2197.675632,3387.655178
38,3447.780515,4468.826968
39,4765.458634,4739.119916
41,3513.071425,7201.881174
42,1867.781426,7508.241044
43,3450.640750,8120.960782
44,1459.301600,8197.550749
45,2735.801055,8708.150532
47,1396.430335,9310.892549
46,4165.480445,9244.280303
48,364.714322,8584.255250
49,2831.474257,9903.628082
50,4516.091034,10527.560222
51,6044.724776,10839.526292
151,7417.375484,10870.722899
52,4001.925850,3485.962059
53,5085.115931,3950.708496
54,5971.933681,4411.847275
55,6809.684417,4050.210468
57,5966.857615,5700.342140
56,7966.804472,4050.210468
58,4664.098779,6023.011417
60,7017.372632,6216.101854
59,3988.366410,5381.065666
61,7106.381867,5741.385934
62,6869.023907,7343.552164
63,6483.317222,8114.965534
64,5266.857676,8055.626044
65,4910.820736,7106.194204
66,5741.573597,6542.469049
67,9913.104043,5286.530248
68,9732.091547,6293.304364
72,11660.114034,4912.170964
97,11379.344572,5567.299711
69,9157.719033,7205.543062
70,8245.480335,8421.861327
71,7096.735308,9063.807077
73,12939.174921,5348.923462
76,12315.242781,3757.896505
74,13999.859559,5660.889532
75,14623.791698,4943.367571
77,13500.713847,4163.452396
86,13178.326629,2012.377332
78,14873.364554,4007.469361
79,16219.122289,4546.373715
80,14908.072896,2231.246737
81,14940.284784,1264.890086
82,15004.708561,137.473995
84,16625.457712,1668.309026
83,15552.310662,-635.611325
85,16658.348329,2872.899868
87,11455.209088,988.805268
88,10813.263337,2171.336913
89,9833.451402,279.286280
90,9360.438744,1630.751018
91,7738.681058,684.014725
92,7840.040913,1978.590713
93,5947.990280,1190.814002
94,5914.203662,2316.375708
95,4562.738924,1224.600620
96,4562.738924,2170.625937
98,12408.832602,6160.035244
99,13703.140517,6948.409581
100,14494.257887,7233.211834
450,14998.150982,5871.200198
197,11067.378502,6097.642030
101,10505.839576,7033.540239
102,11410.541179,7751.062200
105,10006.693864,7938.241842
103,12284.046174,8374.994340
104,14062.252773,8406.190947
106,10880.198860,8593.370589
108,9351.565117,9061.319693
107,12034.473318,9529.268798
109,10131.480292,9747.645047
300,8727.632977,10028.414510
110,11108.275545,10430.144786
111,9539.300958,10429.205645
112,12342.418642,11316.196239
113,14019.587465,11315.553975
114,14873.994224,10334.391922
135,1445.142307,5338.191970
152,2660.989143,2887.376750
160R,8617.133138,5448.638903
160,8228.487266,6160.035244
61S,7136.051612,5058.981798
610,7937.134727,4524.926388
300_OPEN,7604.555126,10059.611117
94_OPEN,5947.990280,2958.321458
