Name, Distance1, puV1, Distance2, puV2, Color, Thickness, Linetype, Markcenter, Centercode, NodeCode, NodeWidth,Title=L-N Voltage Profile, Distance in km
L115, 0, 1.04192, 0.4, 0.938949,1, 2, 0, 0, 0, 16, 1
L115, 0, 1.04314, 0.4, 1.0772,2, 2, 0, 0, 0, 16, 1
L115, 0, 1.04366, 0.4, 1.05598,3, 2, 0, 0, 0, 16, 1
L3, 0.4, 0.938949, 0.7, 0.861839,1, 2, 0, 0, 0, 16, 1
L3, 0.4, 1.0772, 0.7, 1.10336,2, 2, 0, 0, 0, 16, 1
L3, 0.4, 1.05598, 0.7, 1.06585,3, 2, 0, 0, 0, 16, 1
L7, 0.7, 0.861839, 0.9, 0.810506,1, 2, 0, 0, 0, 16, 1
L7, 0.7, 1.10336, 0.9, 1.12107,2, 2, 0, 0, 0, 16, 1
L7, 0.7, 1.06585, 0.9, 1.07273,3, 2, 0, 0, 0, 16, 1
L10, 0.9, 0.810506, 1.2, 0.733646,1, 2, 0, 0, 0, 16, 1
L10, 0.9, 1.12107, 1.2, 1.14802,2, 2, 0, 0, 0, 16, 1
L10, 0.9, 1.07273, 1.2, 1.08347,3, 2, 0, 0, 0, 16, 1
SW2, 1.2, 0.733646, 2.2, 0.633946,1, 2, 0, 0, 0, 16, 1
SW2, 1.2, 1.14802, 2.2, 1.17929,2, 2, 0, 0, 0, 16, 1
SW2, 1.2, 1.08347, 2.2, 1.10342,3, 2, 0, 0, 0, 16, 1
L116, 2.2, 0.633946, 2.6, 0.532511,1, 2, 0, 0, 0, 16, 1
L116, 2.2, 1.17929, 2.6, 1.21664,2, 2, 0, 0, 0, 16, 1
L116, 2.2, 1.10342, 2.6, 1.11961,3, 2, 0, 0, 0, 16, 1
L52, 2.6, 0.532511, 2.8, 0.48216,1, 2, 0, 0, 0, 16, 1
L52, 2.6, 1.21664, 2.8, 1.23555,2, 2, 0, 0, 0, 16, 1
L52, 2.6, 1.11961, 2.8, 1.12801,3, 2, 0, 0, 0, 16, 1
L53, 2.8, 0.48216, 2.925, 0.450865,1, 2, 0, 0, 0, 16, 1
L53, 2.8, 1.23555, 2.925, 1.24745,2, 2, 0, 0, 0, 16, 1
L53, 2.8, 1.12801, 2.925, 1.13336,3, 2, 0, 0, 0, 16, 1
L55, 2.925, 0.450865, 3.275, 0.364661,1, 2, 0, 0, 0, 16, 1
L55, 2.925, 1.24745, 3.275, 1.27022,2, 2, 0, 0, 0, 16, 1
L55, 2.925, 1.13336, 3.275, 1.14944,3, 2, 0, 0, 0, 16, 1
L58, 3.275, 0.364661, 4.025, 0.192463,1, 2, 0, 0, 0, 16, 1
L58, 3.275, 1.27022, 4.025, 1.32,2, 2, 0, 0, 0, 16, 1
L58, 3.275, 1.14944, 4.025, 1.18612,3, 2, 0, 0, 0, 16, 1
SW4, 4.025, 0.192463, 5.025, 0.192462,1, 2, 0, 0, 0, 16, 1
SW4, 4.025, 1.32, 5.025, 1.32,2, 2, 0, 0, 0, 16, 1
SW4, 4.025, 1.18612, 5.025, 1.18613,3, 2, 0, 0, 0, 16, 1
L117, 5.025, 0.202085, 5.375, 0.202084,1, 2, 0, 0, 0, 16, 1
L117, 5.025, 1.32825, 5.375, 1.32826,2, 2, 0, 0, 0, 16, 1
L117, 5.025, 1.2232, 5.375, 1.2232,3, 2, 0, 0, 0, 16, 1
L68, 5.375, 0.202084, 5.625, 0.202084,1, 2, 0, 0, 0, 16, 1
L68, 5.375, 1.32826, 5.625, 1.32826,2, 2, 0, 0, 0, 16, 1
L68, 5.375, 1.2232, 5.625, 1.2232,3, 2, 0, 0, 0, 16, 1
SW5, 5.625, 0.202084, 5.626, 0.202084,1, 2, 0, 0, 0, 16, 1
SW5, 5.625, 1.32826, 5.626, 1.32826,2, 2, 0, 0, 0, 16, 1
SW5, 5.625, 1.2232, 5.626, 1.2232,3, 2, 0, 0, 0, 16, 1
L118, 5.626, 0.202084, 5.876, 0.202084,1, 2, 0, 0, 0, 16, 1
L118, 5.626, 1.32826, 5.876, 1.32826,2, 2, 0, 0, 0, 16, 1
L118, 5.626, 1.2232, 5.876, 1.2232,3, 2, 0, 0, 0, 16, 1
L101, 5.876, 0.202084, 6.151, 0.202084,1, 2, 0, 0, 0, 16, 1
L101, 5.876, 1.32826, 6.151, 1.32826,2, 2, 0, 0, 0, 16, 1
L101, 5.876, 1.2232, 6.151, 1.2232,3, 2, 0, 0, 0, 16, 1
L105, 6.151, 0.202084, 6.476, 0.202084,1, 2, 0, 0, 0, 16, 1
L105, 6.151, 1.32826, 6.476, 1.32826,2, 2, 0, 0, 0, 16, 1
L105, 6.151, 1.2232, 6.476, 1.2232,3, 2, 0, 0, 0, 16, 1
L108, 6.476, 0.202084, 6.576, 0.202084,1, 2, 0, 0, 0, 16, 1
L108, 6.476, 1.32826, 6.576, 1.32826,2, 2, 0, 0, 0, 16, 1
L108, 6.476, 1.2232, 6.576, 1.2232,3, 2, 0, 0, 0, 16, 1
L96, 5.625, 0.202084, 5.9, 0.202084,1, 2, 0, 0, 0, 16, 1
L96, 5.625, 1.32826, 5.9, 1.32826,2, 2, 0, 0, 0, 16, 1
L96, 5.625, 1.2232, 5.9, 1.2232,3, 2, 0, 0, 0, 16, 1
L97, 5.9, 0.202084, 6.45, 0.202084,1, 2, 0, 0, 0, 16, 1
L97, 5.9, 1.32826, 6.45, 1.32826,2, 2, 0, 0, 0, 16, 1
L97, 5.9, 1.2232, 6.45, 1.2232,3, 2, 0, 0, 0, 16, 1
L98, 6.45, 0.202084, 6.75, 0.202084,1, 2, 0, 0, 0, 16, 1
L98, 6.45, 1.32826, 6.75, 1.32826,2, 2, 0, 0, 0, 16, 1
L98, 6.45, 1.2232, 6.75, 1.2232,3, 2, 0, 0, 0, 16, 1
L99, 6.75, 0.202084, 7.55, 0.202084,1, 2, 0, 0, 0, 16, 1
L99, 6.75, 1.32826, 7.55, 1.32826,2, 2, 0, 0, 0, 16, 1
L99, 6.75, 1.2232, 7.55, 1.22321,3, 2, 0, 0, 0, 16, 1
L67, 5.375, 0.202084, 5.65, 0.202083,1, 2, 0, 0, 0, 16, 1
L67, 5.375, 1.32826, 5.65, 1.32826,2, 2, 0, 0, 0, 16, 1
L67, 5.375, 1.2232, 5.65, 1.2232,3, 2, 0, 0, 0, 16, 1
L73, 5.65, 0.202083, 5.85, 0.202083,1, 2, 0, 0, 0, 16, 1
L73, 5.65, 1.32826, 5.85, 1.32826,2, 2, 0, 0, 0, 16, 1
L73, 5.65, 1.2232, 5.85, 1.22321,3, 2, 0, 0, 0, 16, 1
L77, 5.85, 0.202083, 6.55, 0.202083,1, 2, 0, 0, 0, 16, 1
L77, 5.85, 1.32826, 6.55, 1.32826,2, 2, 0, 0, 0, 16, 1
L77, 5.85, 1.22321, 6.55, 1.22321,3, 2, 0, 0, 0, 16, 1
L86, 6.55, 0.202083, 7, 0.202083,1, 2, 0, 0, 0, 16, 1
L86, 6.55, 1.32826, 7, 1.32826,2, 2, 0, 0, 0, 16, 1
L86, 6.55, 1.22321, 7, 1.22321,3, 2, 0, 0, 0, 16, 1
L88, 7, 0.202083, 7.275, 0.202083,1, 2, 0, 0, 0, 16, 1
L88, 7, 1.32826, 7.275, 1.32826,2, 2, 0, 0, 0, 16, 1
L88, 7, 1.22321, 7.275, 1.22321,3, 2, 0, 0, 0, 16, 1
L90, 7.275, 0.202083, 7.5, 0.202083,1, 2, 0, 0, 0, 16, 1
L90, 7.275, 1.32826, 7.5, 1.32826,2, 2, 0, 0, 0, 16, 1
L90, 7.275, 1.22321, 7.5, 1.22321,3, 2, 0, 0, 0, 16, 1
L92, 7.5, 0.202083, 7.725, 0.202083,1, 2, 0, 0, 0, 16, 1
L92, 7.5, 1.32826, 7.725, 1.32826,2, 2, 0, 0, 0, 16, 1
L92, 7.5, 1.22321, 7.725, 1.22321,3, 2, 0, 0, 0, 16, 1
L94, 7.725, 0.202083, 8.025, 0.202083,1, 2, 0, 0, 0, 16, 1
L94, 7.725, 1.32826, 8.025, 1.32826,2, 2, 0, 0, 0, 16, 1
L94, 7.725, 1.22321, 8.025, 1.22321,3, 2, 0, 0, 0, 16, 1
L95, 8.025, 0.202083, 8.325, 0.202083,1, 2, 0, 0, 0, 16, 1
L95, 8.025, 1.32826, 8.325, 1.32826,2, 2, 0, 0, 0, 16, 1
L95, 8.025, 1.22321, 8.325, 1.22321,3, 2, 0, 0, 0, 16, 1
L76, 5.85, 0.202083, 6.25, 0.202083,1, 2, 0, 0, 0, 16, 1
L76, 5.85, 1.32826, 6.25, 1.32826,2, 2, 0, 0, 0, 16, 1
L76, 5.85, 1.22321, 6.25, 1.22321,3, 2, 0, 0, 0, 16, 1
L78, 6.25, 0.202083, 6.35, 0.202083,1, 2, 0, 0, 0, 16, 1
L78, 6.25, 1.32826, 6.35, 1.32826,2, 2, 0, 0, 0, 16, 1
L78, 6.25, 1.22321, 6.35, 1.22321,3, 2, 0, 0, 0, 16, 1
L80, 6.35, 0.202083, 6.825, 0.202083,1, 2, 0, 0, 0, 16, 1
L80, 6.35, 1.32826, 6.825, 1.32826,2, 2, 0, 0, 0, 16, 1
L80, 6.35, 1.22321, 6.825, 1.22321,3, 2, 0, 0, 0, 16, 1
L81, 6.825, 0.202083, 7, 0.202082,1, 2, 0, 0, 0, 16, 1
L81, 6.825, 1.32826, 7, 1.32826,2, 2, 0, 0, 0, 16, 1
L81, 6.825, 1.22321, 7, 1.22321,3, 2, 0, 0, 0, 16, 1
L82, 7, 0.202082, 7.25, 0.202082,1, 2, 0, 0, 0, 16, 1
L82, 7, 1.32826, 7.25, 1.32826,2, 2, 0, 0, 0, 16, 1
L82, 7, 1.22321, 7.25, 1.22321,3, 2, 0, 0, 0, 16, 1
L83, 7.25, 0.202082, 7.5, 0.202082,1, 2, 0, 0, 0, 16, 1
L83, 7.25, 1.32826, 7.5, 1.32826,2, 2, 0, 0, 0, 16, 1
L83, 7.25, 1.22321, 7.5, 1.22321,3, 2, 0, 0, 0, 16, 1
CAP 1, 7.5, 0.202082, 7.501, 0.202082,1, 2, 0, 0, 0, 16, 1
CAP 1, 7.5, 1.32826, 7.501, 1.32826,2, 2, 0, 0, 0, 16, 1
CAP 1, 7.5, 1.22321, 7.501, 1.22321,3, 2, 0, 0, 0, 16, 1
L79, 6.35, 0.202083, 6.575, 0.202083,1, 2, 0, 0, 0, 16, 1
L79, 6.35, 1.32826, 6.575, 1.32826,2, 2, 0, 0, 0, 16, 1
L79, 6.35, 1.22321, 6.575, 1.22321,3, 2, 0, 0, 0, 16, 1
L61, 4.025, 0.192463, 4.275, 0.0792494,1, 2, 0, 0, 0, 16, 1
L61, 4.025, 1.32, 4.275, 1.32749,2, 2, 0, 0, 0, 16, 1
L61, 4.025, 1.18612, 4.275, 1.2231,3, 2, 0, 0, 0, 16, 1
L62, 4.275, 0.0792494, 4.45, 4.29882E-008,1, 2, 0, 0, 0, 16, 1
L62, 4.275, 1.32749, 4.45, 1.33337,2, 2, 0, 0, 0, 16, 1
L62, 4.275, 1.2231, 4.45, 1.24903,3, 2, 0, 0, 0, 16, 1
L63, 4.45, 4.29882E-008, 4.8, 4.27685E-008,1, 2, 0, 0, 0, 16, 1
L63, 4.45, 1.33337, 4.8, 1.33337,2, 2, 0, 0, 0, 16, 1
L63, 4.45, 1.24903, 4.8, 1.24903,3, 2, 0, 0, 0, 16, 1
L64, 4.8, 4.27685E-008, 5.225, 4.2555E-008,1, 2, 0, 0, 0, 16, 1
L64, 4.8, 1.33337, 5.225, 1.33337,2, 2, 0, 0, 0, 16, 1
L64, 4.8, 1.24903, 5.225, 1.24903,3, 2, 0, 0, 0, 16, 1
L65, 5.225, 4.2555E-008, 5.55, 4.25234E-008,1, 2, 0, 0, 0, 16, 1
L65, 5.225, 1.33337, 5.55, 1.33337,2, 2, 0, 0, 0, 16, 1
L65, 5.225, 1.24903, 5.55, 1.24903,3, 2, 0, 0, 0, 16, 1
L60, 4.025, 0.192463, 4.575, 0.192463,1, 2, 0, 0, 0, 16, 1
L60, 4.025, 1.32, 4.575, 1.32,2, 2, 0, 0, 0, 16, 1
L60, 4.025, 1.18612, 4.575, 1.18613,3, 2, 0, 0, 0, 16, 1
SW6, 4.575, 0.192463, 4.576, 0.192463,1, 2, 0, 0, 0, 16, 1
SW6, 4.575, 1.32, 4.576, 1.32,2, 2, 0, 0, 0, 16, 1
SW6, 4.575, 1.18613, 4.576, 1.18613,3, 2, 0, 0, 0, 16, 1
L54, 2.925, 0.450865, 3.2, 0.450865,1, 2, 0, 0, 0, 16, 1
L54, 2.925, 1.24745, 3.2, 1.24745,2, 2, 0, 0, 0, 16, 1
L54, 2.925, 1.13336, 3.2, 1.13336,3, 2, 0, 0, 0, 16, 1
L56, 3.2, 0.450865, 3.475, 0.450865,1, 2, 0, 0, 0, 16, 1
L56, 3.2, 1.24745, 3.475, 1.24745,2, 2, 0, 0, 0, 16, 1
L56, 3.2, 1.13336, 3.475, 1.13336,3, 2, 0, 0, 0, 16, 1
L13, 1.2, 0.733646, 2.025, 0.733649,1, 2, 0, 0, 0, 16, 1
L13, 1.2, 1.14802, 2.025, 1.14803,2, 2, 0, 0, 0, 16, 1
L13, 1.2, 1.08347, 2.025, 1.08348,3, 2, 0, 0, 0, 16, 1
SW3, 2.025, 0.733649, 2.026, 0.733649,1, 2, 0, 0, 0, 16, 1
SW3, 2.025, 1.14803, 2.026, 1.14803,2, 2, 0, 0, 0, 16, 1
SW3, 2.025, 1.08348, 2.026, 1.08348,3, 2, 0, 0, 0, 16, 1
L114, 2.026, 0.733649, 2.401, 0.733649,1, 2, 0, 0, 0, 16, 1
L114, 2.026, 1.14803, 2.401, 1.14803,2, 2, 0, 0, 0, 16, 1
L114, 2.026, 1.08348, 2.401, 1.08348,3, 2, 0, 0, 0, 16, 1
L36, 2.401, 0.733649, 2.651, 0.73365,1, 2, 0, 0, 0, 16, 1
L36, 2.401, 1.14803, 2.651, 1.14803,2, 2, 0, 0, 0, 16, 1
L36, 2.401, 1.08348, 2.651, 1.08348,3, 2, 0, 0, 0, 16, 1
L41, 2.651, 0.73365, 2.901, 0.73365,1, 2, 0, 0, 0, 16, 1
L41, 2.651, 1.14803, 2.901, 1.14803,2, 2, 0, 0, 0, 16, 1
L41, 2.651, 1.08348, 2.901, 1.08348,3, 2, 0, 0, 0, 16, 1
L43, 2.901, 0.73365, 3.101, 0.73365,1, 2, 0, 0, 0, 16, 1
