SOURCEBUS,227.493965,5636.418565
799,209.739888,5120.166375
709,203.349610,2688.950837
775,204.929906,2416.933399
701,219.283946,4355.558321
702,198.301397,3874.871041
705,-831.869251,3874.871041
713,1301.872909,3864.964974
703,212.131905,3419.430194
727,-294.624390,3408.994323
730,208.66622,3059.82582
704,2333.55829,3864.964974
714,2312.695123,3115.893170
720,3326.956502,3875.87566
742,-1534.5338,3856.548112
712,-840.413441,4403.540072
706,3315.775057,3146.260946
725,3315.775057,2468.47286
707,3315.775057,4684.894922
724,2714.263474,4659.803109
722,3315.775057,5211.269703
708,-186.509245,2672.901946
733,-186.509245,2337.92697
732,-673.432655,2664.506715
731,574.201869,2672.66756
710,-698.618349,2009.678680
735,-732.199274,1606.707582
736,-698.618349,2328.697466
711,1546.709228,1439.455939
741,2180.945958,1447.198189
740,1500.932230,1976.97755
718,2312.695123,2599.640981
744,-693.197751,3390.915874
734,-181.741250,2016.180593
737,-185.534943,1430.407726
738,795.732808,1455.593420
728,-707.13580,3025.501657
729,-1387.27308,3386.496599
799R,209.739888,4745.630473
